Date,Open,High,Low,Close,Adj Close,Volume
2016-11-29,222000.000000,224000.000000,222000.000000,223500.000000,199277.984375,123022
2016-11-30,225500.000000,229000.000000,225500.000000,226000.000000,201507.031250,282715
2016-12-01,226000.000000,227500.000000,224000.000000,224500.000000,200169.609375,120850
2016-12-02,225500.000000,229000.000000,225000.000000,228000.000000,203290.296875,128833
2016-12-05,228000.000000,228500.000000,226000.000000,228000.000000,203290.296875,73828
2016-12-06,229000.000000,230500.000000,228000.000000,229000.000000,204181.906250,149018
2016-12-07,230000.000000,232000.000000,228500.000000,231500.000000,206410.984375,171423
2016-12-08,232000.000000,232500.000000,227000.000000,231500.000000,206410.984375,254466
2016-12-09,231500.000000,232000.000000,229000.000000,231000.000000,205965.187500,94911
2016-12-12,231000.000000,232500.000000,228500.000000,230500.000000,205519.343750,84882
2016-12-13,232000.000000,233500.000000,230500.000000,232500.000000,207302.593750,186601
2016-12-14,233000.000000,233000.000000,229500.000000,229500.000000,204627.718750,116262
2016-12-15,231500.000000,231500.000000,228500.000000,230000.000000,205073.515625,67455
2016-12-16,229000.000000,233000.000000,228500.000000,232000.000000,206856.796875,139287
2016-12-19,232000.000000,232000.000000,228500.000000,229000.000000,204181.906250,85596
2016-12-20,229500.000000,231000.000000,228000.000000,231000.000000,205965.187500,102315
2016-12-21,232000.000000,232500.000000,229500.000000,230000.000000,205073.515625,89553
2016-12-22,229000.000000,232000.000000,229000.000000,230500.000000,205519.343750,110059
2016-12-23,232000.000000,233000.000000,229000.000000,230500.000000,205519.343750,204668
2016-12-26,230500.000000,232000.000000,229000.000000,231000.000000,205965.187500,110623
2016-12-27,231000.000000,232500.000000,229500.000000,231000.000000,205965.187500,199462
2016-12-28,224000.000000,225500.000000,222500.000000,224500.000000,208284.593750,174245
2016-12-29,225500.000000,226000.000000,223500.000000,224000.000000,207820.687500,105776
2017-01-02,224000.000000,227500.000000,224000.000000,225500.000000,209212.359375,69090
2017-01-03,225500.000000,226000.000000,221000.000000,223000.000000,206892.921875,157301
2017-01-04,223000.000000,223500.000000,220000.000000,223000.000000,206892.921875,193754
2017-01-05,222500.000000,228000.000000,221500.000000,228000.000000,211531.781250,157297
2017-01-06,228000.000000,228500.000000,226000.000000,226500.000000,210140.125000,91401
